tweet,ensemble_sentiment
southwestair inflight wifi absolute worst id willing paid double dialup speed,negative
southwestair flight msp hrl march im looking,neutral
southwestair yes know noticed offer list boarding program popular,negative
southwestair pay service delivered whether fault shouldnt sort compensation,negative
southwestair little surprised early bird got b den kc now worst ive whats,negative
southwestair please accept apology lame childish tweet didnt deserve amp remain loyal sw customer,positive
southwestair owe apology tweet frustration constructive criticism im sw fan amp love service,positive
southwestair wouldnt awesome first time flying destinationdragons,neutral
southwestair booked trip cancun baggage feesbut need time option,positive
southwestair thank bringbacktheluvtordu miami directflights,positive
southwestair easily atlanta show need ticket help,neutral
southwestair got duped w connection st sneaky now u wont give seat earlier w availability shameful,negative
southwestair adding direct flight columbus oakland bostonlogan httptcopvczxthm via dispatchalerts,neutral
southwestair great thank ill send follow,positive
southwestair boarding pass now compatible iphone passbook httptcoesmmnizek,neutral
southwestair real sincere apology make day glad know flying mail important never flying sw badservice,negative
southwestair already follow cant dm u need follow back,neutral
southwestair dm wont go please let know need anything,neutral
southwestair someone rebook please direct message,neutral
southwestair rude customer svc wont accommodate earlier wo charge u mail take priority customer badservice,negative
southwestair rude gate agent wholly unacceptable u amp passenger think last time sw,negative
southwestair trouble reflight booking problem cancelled flighted one picking phone site isnt working,negative
southwestair fortunemagazine love sw forever,positive
southwestair please hire efficiency consultant manage phx baggage checkin way many open kiosk s ppl waiting,negative
southwestair question receive yearly bonus point accumulation think around now sure thanks,neutral
southwestair fortunemagazine im flying one right minute,neutral
southwestair sw rock thanks reply follow rebooked earlier,positive
southwestair fortunemagazine congrats,positive
southwestair fortunemagazine well deserved,positive
southwestair please please please choose go see imaginedragons destinationdragons,neutral
southwestair fortunemagazine always tell everyone fly southwest congratulation,positive
southwestair fortunemagazine friendliest employee,positive
southwestair got phishing email claiming southwest forward youd investigate,negative
southwestair unfortunately lack status thats big problem company policy force buy cheapest ticket,negative
southwestair every flown personallyabout two round trip per month full still hard believe fly hour thru atlno,negative
southwestair fortunemagazine superb choice swa raving fan even take stress weatherrelate flightd glitch custexp,positive
southwestair employee social care team staff listening ctr timerest spot filled area ragandisney,neutral
southwestair listening center open seating plane ragandisney,neutral
southwestair jlittle double comment phl anywhere south florida gone gone gone hello u air,negative
southwestair dont new schedule nonstop phl fll pbi free move city sad,negative
southwestair incredibly frustrating emailed still havent received response,negative
southwestair paid inflight wifi work download speed mbps amp ended watching free tv instead,negative
southwestair sure second,neutral
southwestair oh god thank much sent dm,positive
southwestair wish wouldve known couldve slept hour let friend know wait land,negative
southwestair thank prompt response email late flightr today,positive
thanks southwestair go destinationdragons imaginedragons show weekend utah velourlive thankyou,positive
southwestair fortunemagazine congratulation,positive
southwestair grandma ellas th love bday greeting crew stewardess eastern airline,positive
southwestair chance ticket destinationdragons show vega ive huge fan year pretty please,neutral
southwestair fortunemagazine love u southwest youve always helpful traveled lot wmy son infanttoddler u great,positive
southwestair fortunemagazine love flying southwest best attendant,positive
southwestair nothing express express bag drop phoenix sky harbor,negative
