given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,ensemble_sentiment,ensemble_sentiment_confidence
,,Southwest,0,southwestair ahhhh sorry followed,neutral,1.0
Late Flight,1.0,Southwest,0,southwestair two hour plane gate undignified behavior apology isnt enough freedrinkcoupons,negative,1.0
Late Flight,1.0,Southwest,0,southwestair cut people minute time check bag delayed hour waited hr,negative,1.0
Flight Attendant Complaints,0.3373,Southwest,0,southwestair want file formal complaint disgruntled employee laguardia ruined mltple people travel plan yesterday,negative,0.9724839925765991
,,Southwest,0,southwestair awesome sending now,positive,1.0
,,Southwest,0,southwestair left something plane landing midway last night responsible adult got number call ty,neutral,1.0
Customer Service Issue,0.3748,Southwest,0,southwestair hi got tsa precheck amp put acct boarding pas pmcan updated,negative,1.0
longlines,0.6667,Southwest,0,southwestair mdw gate many fewer seat plane,neutral,0.924002468585968
Late Flight,1.0,Southwest,0,southwestair really hour plane gate jaxbna havent waited day home notokay,negative,1.0
,,Southwest,0,southwestair thank,neutral,0.7302199602127075
Customer Service Issue,0.3402,Southwest,0,southwestair option cancelled dont want change want cancelled,negative,0.9730035662651062
,,Southwest,0,southwestair thank time,positive,1.0
Customer Service Issue,1.0,Southwest,0,southwestair lastly company thats trying put love flying nice someone personally address concern,negative,1.0
,,Southwest,0,southwestair letter follow sure include reward number twitter handle email address,neutral,1.0
Bad Flight,0.6481,Southwest,0,southwestair balt hit turbulence baby cried kid vomited chaos attendant caroline superhero,negative,0.866043210029602
Late Flight,0.6703,Southwest,0,southwestair way number please feel free fact check complaint leave time amp baggage time,neutral,0.9691935777664185
,,Southwest,0,southwestair finally got home bnasnow,neutral,0.8067480325698853
Customer Service Issue,1.0,Southwest,0,southwestair ive received recourse phone submitted email complaint amp letter via mail follow,negative,1.0
Can't Tell,0.6575,Southwest,0,southwestair consider loyal customer brand im astounded lack concern customer flying experience,negative,1.0
Customer Service Issue,0.6759,Southwest,0,southwestair experience worse flying experience ive met w contempt customer service make worse,negative,1.0
,,Southwest,0,southwestair looking cheap vega,neutral,1.0
Flight Attendant Complaints,0.3409,Southwest,0,southwestair please let nothing overhead bin exit first fly lot bring purse tired running connection,negative,0.8423252105712891
Flight Booking Problems,0.6688,Southwest,0,southwestair requested refund reward point used purchase refused,negative,1.0
Customer Service Issue,1.0,Southwest,0,southwestair today call customer service amp speak wendell holton dallas office amp told nothing,negative,1.0
Flight Attendant Complaints,0.6889,Southwest,0,southwestair single answer southwest personnel hour wait apology explanation,negative,1.0
Lost Luggage,0.6799,Southwest,0,southwestair along passenger repeatedly asked southwest personnel taking long luggage,negative,1.0
,,Southwest,0,southwestair took delivery na new boeing h yesterday httptcozstyuqj dfw dal airline,neutral,0.8837356567382812
longlines,0.3598,Southwest,0,southwestair next arrived atlanta waited full hour luggage placed carousel one hour,negative,1.0
Late Flight,1.0,Southwest,0,southwestair secondly begin boarding time despite aircraft present deplaned thus left min late,negative,1.0
Lost Luggage,0.3761,Southwest,0,southwestair bag fly free whats carryons packingayak brianregancomic,neutral,0.9002566933631897
Bad Flight,1.0,Southwest,0,southwestair first cockroach crawling counter gate visible mouse trap seat gate,negative,1.0
Flight Attendant Complaints,0.34,Southwest,0,southwestair completely displeased service received yesterday flying lga atl,negative,1.0
,,Southwest,1,southwestair landed nashville thanks taking care u httptcoryxbplgmnk,positive,1.0
Flight Booking Problems,0.6768,Southwest,0,southwestair accepting reservation past august,neutral,0.9669715762138367
,,Southwest,0,southwestair thanks sent dm info,neutral,0.65
,,Southwest,0,southwestair thanks info good day,positive,1.0
Flight Attendant Complaints,1.0,Southwest,0,southwestair fsve corrected attendant error gave attitude made rude show taking back nutsamp said well late,negative,1.0
,,Southwest,0,southwestair deltapoints hey least guy honest customer unlike delta,positive,1.0
,0.0,Southwest,0,southwestair first time flyer scheduled roundtrip set departure date sure returning date policyfees changing re,neutral,0.9757562875747681
Can't Tell,0.6625,Southwest,0,southwestair sent screen shot incident report,negative,1.0
Can't Tell,0.3711,Southwest,0,southwestair couldnt fly today amp made trip harder pay checked bag devotedyyours today,negative,0.9729309678077698
,,Southwest,0,southwestair oh worry nl disappointment better lounge delta disappoint,negative,0.9616842269897461
Late Flight,1.0,Southwest,0,southwestair mco isp delayed detail,negative,1.0
,,Southwest,0,southwestair flight october available,neutral,1.0
,,Southwest,0,southwestair ceo discus possibility nhl vega arena naming right httptcoteshxng smusportmgt sportsbiz,neutral,0.9309068918228149
,,Southwest,0,southwestair thanks getting back nashville big thanks pilot baltimore flying snow landing ice,positive,1.0
,,Southwest,0,southwestair last night thanks following,positive,1.0
,,Southwest,0,southwestair win always saved day got direct orlando,positive,1.0
,0.0,Southwest,0,southwestair possible carryon put closetoverhead success airline thanks,positive,0.9519569873809814
,,Southwest,0,southwestair hi add account created,neutral,1.0
,0.0,Southwest,0,southwestair deicing important,positive,0.7151014804840088
,,Southwest,0,southwestair thank finally making boarding pass work passbook,positive,1.0
,,Southwest,0,southwestair delay today cakairport orlando,neutral,0.7023
,,Southwest,0,southwestair winner destinationdragons,neutral,1.0
,,Southwest,0,southwestair thanks reminding upcoming trip florida really didnt need httptcoprrtow,neutral,0.6613
,,Southwest,1,southwestair today going day feel thank yall support throughout coming home nashville octavia,positive,0.9816615581512451
,,Southwest,0,southwestair love appreciate fact guy rarely cancelled flight time need cancelled flightlation time,positive,0.9518014788627625
longlines,0.6742,Southwest,0,southwestair fll kiosk opened rude attendant now everyone late httptcobohmhcb,negative,1.0
Customer Service Issue,0.6633,Southwest,0,southwestair website downnnnn ugh,negative,1.0
,,Southwest,0,southwestair courtsnod hopefully nashville open want come home today,neutral,1.0
,,Southwest,0,hillaconlin southwestair hi solar charger amazon game changer plug usb charge,neutral,1.0
Cancelled Flight,0.3803,Southwest,0,southwestair please tell ill make tomorrow ive tryin day now leave,negative,0.6917
Damaged Luggage,1.0,Southwest,0,southwestair bad experience last week broke bicycle brought bike ride fla,negative,1.0
Flight Booking Problems,0.6695,Southwest,0,southwestair tinaisback im sorry frustration rebooked sw ive rebooked time still stuck smh,negative,1.0
longlines,0.3633,Southwest,0,southwestair minute still waiting ski unloaded ashamed morning,negative,1.0
,,Southwest,0,southwestair neveind found way thanks making process painless,positive,1.0
,,Southwest,0,southwestair service promotion moment modelodenegocio innovation innovacion businessmodel,neutral,1.0
,0.0,Southwest,0,southwestair bag late flightchecked put different oakgtmsy trouble tracking help,neutral,0.6805
,,Southwest,0,southwestair johnwayneair thank much,positive,1.0
,,Southwest,0,southwestair official airline divadapouch aka thepoopqueen httptcoxxydimnp,neutral,0.9320496320724487
,0.0,Southwest,0,southwestair im trying home nashville ive stuck dallas day morning,neutral,0.8852044343948364
,,Southwest,0,southwestair able change without fee oh two free checked bag best airline,positive,1.0
,,Southwest,0,southwestair wonderfully nice agent austin helped u wish remembered name give proper kudos,positive,1.0
,0.0,Southwest,0,southwestair hot stewardess flipped,neutral,0.804518461227417
Lost Luggage,1.0,Southwest,0,southwestair bag tv show film,negative,1.0
Cancelled Flight,1.0,Southwest,0,southwestair scheduled morning day fact yesnot sure evening one cancelled flightled,negative,1.0
longlines,0.341,Southwest,0,southwestair update minute pilot turned ac longer freezing enjoying waiting reload bag,negative,1.0
,,Southwest,0,southwestair snow forecasted raleigh nc tomorrow night need know there plan reschedule flight rdu wednesday night,neutral,1.0
,0.0,Southwest,0,southwestair need help reservation,neutral,0.9708681702613831
Late Flight,0.6443,Southwest,0,southwestair seems odd sitting plane get delayed find txt emp working aircraft,negative,1.0
Late Flight,0.385,Southwest,0,southwestair really enjoying sitting bwi door wide open ac fix baggage error sarcasm,negative,1.0
,0.0,Southwest,0,southwestair phi den staffed great crew freecomedyshow newlifetimecustomer,positive,0.9887077808380127
Bad Flight,0.6699,Southwest,0,southwestair engadget theverge wired reddit,negative,1.0
Flight Attendant Complaints,1.0,Southwest,0,southwestair male attendant must playing game called bigger dick people chimid,negative,1.0
Customer Service Issue,1.0,Southwest,0,southwestair youre hold southwest hour automatically hang iusedtoloveu httptcotefhpuwmdj,negative,1.0
,,Southwest,0,southwestair best customer service,positive,1.0
,,Southwest,0,southwestair big thanks team family emerg day ticket experience excellent st time flying yall last,positive,1.0
Cancelled Flight,1.0,Southwest,0,southwestair rd cancelled flightlation day due weather nashville trip airport time communicated late sw,negative,1.0
Lost Luggage,1.0,Southwest,0,southwestair left ipad erw den opened claim many memory plz help back,negative,1.0
Late Flight,0.3516,Southwest,0,southwestair yes dale baggage office wonderful everyone page hour wait,negative,1.0
Customer Service Issue,1.0,Southwest,0,southwestair one want commit saying plane getting cancelled flighted customer relation closed patience gone,negative,1.0
Late Flight,0.6285,Southwest,0,southwestair tried leave monday plane left mine now one keep getting delayed missed work pay cab,negative,1.0
,,Southwest,1,southwestair total win happy th bday intercom chocolate kiss chance hand snacksthank httptconklozcntto,positive,1.0
Lost Luggage,1.0,Southwest,0,southwestair luggage still found luggage scanned final destination way knowing,negative,1.0
,,Southwest,0,southwestair thanks excellent response time assistance set,positive,1.0
Late Flight,0.6702,Southwest,0,southwestair finally got hour set thanks,negative,1.0
Cancelled Flight,1.0,Southwest,0,southwestair disheartening experience familyand lot taxi money wasted,negative,1.0
,,Southwest,0,southwestair cant wait thanks response,positive,1.0
,,Southwest,0,southwestair got covered thanks,positive,1.0
Customer Service Issue,0.6611,Southwest,0,southwestair please help hold forever check,negative,1.0
Customer Service Issue,0.6667,Southwest,1,southwestair sister family drive mile accommodate rebook timely manner horrible,negative,1.0
Cancelled Flight,1.0,Southwest,1,southwestair cant believe many paying customer left high dry reason cancelled flightlations monday bdl wow,negative,1.0
,,Southwest,0,southwestair thank help resolving problem shannon rock even though rhonda didnt,positive,1.0
,,Southwest,0,southwestair thanks see happens,positive,1.0
Lost Luggage,0.6967,Southwest,0,southwestair appreciate rude doesnt solve much least cover cost stolen good,negative,1.0
