given_sentiment,given_sentiment_confidence,given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,sia_sentiment,sia_sentiment_confidence,bert_sentiment,bert_sentiment_confidence,roberta_sentiment,roberta_sentiment_confidence,distilbert_sentiment,distilbert_sentiment_confidence,ensemble_sentiment,ensemble_sentiment_confidence
positive,1.0,,,Southwest,0,southwestair employee bwi amazing,positive,0.559,positive,0.9895004630088806,positive,0.9685630202293396,positive,0.7388608455657959,positive,1.0
positive,0.6509,,,Southwest,0,southwestair thanks responding,positive,0.592,positive,0.7696752548217773,positive,0.6662972569465637,positive,0.7452558279037476,positive,0.7696752548217773
negative,1.0,Can't Tell,0.3513,Southwest,0,southwestair thanks leaving hanging destinationdragons flight fucked now help,positive,0.35,negative,0.9773340821266174,negative,0.9510629177093506,positive,0.6496813893318176,negative,1.0
neutral,0.6284,,0.0,Southwest,0,southwestair hi winter wx advisory issued stl snow amp ice amp cold oh issue travel advisory,neutral,1.0,neutral,0.9662519097328186,neutral,0.772974967956543,positive,0.45756956934928894,neutral,0.9662519097328186
neutral,0.916,,0.0,Southwest,0,southwestair travel advisory posted den make change ticket anything need know call,neutral,1.0,neutral,0.9787907600402832,neutral,0.8672760725021362,positive,0.35120099782943726,neutral,0.9787907600402832
negative,0.6651,Flight Attendant Complaints,0.3418,Southwest,0,southwestair luxury people im going spoiled,neutral,1.0,negative,0.7767879366874695,negative,0.4646769165992737,negative,0.5226835012435913,negative,0.7767879366874695
negative,1.0,longlines,0.3641,Southwest,0,southwestair three flight three check agent enough missedflight back jet blue,neutral,1.0,negative,0.7259808778762817,negative,0.6759342551231384,positive,0.3836471736431122,negative,1.0
positive,1.0,,,Southwest,0,southwestair releasing flight september found fly direct lbb la excited tripofalifetime,positive,0.194,positive,0.9230338335037231,positive,0.9376397132873535,positive,0.7439008355140686,positive,1.0
negative,1.0,Flight Booking Problems,1.0,Southwest,0,southwestair unable book travel right now website app help,positive,0.252,negative,0.9491746425628662,negative,0.8652530908584595,positive,0.3651694357395172,negative,1.0
positive,1.0,,,Southwest,0,southwestair gracias appreciate,positive,0.574,positive,0.9879484176635742,positive,0.5115114450454712,positive,0.9293270707130432,positive,1.0
positive,1.0,,,Southwest,0,southwestair fantastic thats best service ive,positive,0.661,positive,0.9917614459991455,positive,0.9814198017120361,positive,0.9274792075157166,positive,1.0
neutral,0.6974,,,Southwest,0,southwestair love win ticket take son imagine dragon provo saturday night crossed finger destinationdragons,positive,0.4,positive,0.9784185290336609,positive,0.9100669622421265,positive,0.8147831559181213,positive,0.9784185290336609
negative,0.6459999999999999,Customer Service Issue,0.6459999999999999,Southwest,0,southwestair promotion said two free round trip flight nope pay extra chi vega baitampswitch,positive,0.277,neutral,0.524002194404602,neutral,0.653896152973175,positive,0.46123600006103516,negative,0.6459999999999999
negative,0.6524,Can't Tell,0.6524,Southwest,0,southwestair extra luggage cost,neutral,1.0,neutral,0.8547803163528442,negative,0.49043041467666626,positive,0.5044990181922913,negative,0.6524
negative,1.0,Bad Flight,0.6632,Southwest,0,southwestair turned nonstop laguardiadal stop stl wth im thinking sorta comp order really,negative,0.337,neutral,0.9723777174949646,neutral,0.7400456070899963,positive,0.38411781191825867,negative,1.0
positive,0.6809,,,Southwest,0,southwestair flying week bringing blanket bc freezing,negative,0.189,neutral,0.8723065257072449,negative,0.5209579467773438,positive,0.5589852333068848,positive,0.6809
negative,0.6543,Late Flight,0.6543,Southwest,0,southwestair last flight consistently ran behind schedule whats,neutral,1.0,negative,0.9372278451919556,negative,0.853580892086029,negative,0.3771580159664154,negative,0.9372278451919556
neutral,1.0,,,Southwest,0,southwestair sweet promo code help visit family please lol,positive,0.684,positive,0.7445793151855469,positive,0.8582562804222107,positive,0.8067506551742554,neutral,1.0
negative,1.0,Bad Flight,1.0,Southwest,0,southwestair sinus contend two painful landing rather one missed preregistration window beyond frustrated,negative,0.455,negative,0.9681532979011536,negative,0.9182151556015015,negative,0.6132903695106506,negative,1.0
negative,0.66,Customer Service Issue,0.35,Southwest,0,southwestair airline change ticket price middle day annoyed,negative,0.271,negative,0.9805066585540771,negative,0.9073347449302673,negative,0.6006555557250977,negative,0.9805066585540771
negative,1.0,Late Flight,1.0,Southwest,0,southwestair delayed youre killing late flightly,negative,0.612,negative,0.9685496091842651,negative,0.9169483184814453,negative,0.5301753878593445,negative,1.0
positive,0.6609,,,Southwest,0,southwestair love imagine dragon much eould die got ticket,positive,0.278,positive,0.9802699089050293,positive,0.8847169876098633,positive,0.8872250318527222,positive,0.9802699089050293
neutral,1.0,,,Southwest,0,southwestair wannaa go vega show bad id doo anything destinationdragons,negative,0.28,negative,0.5029053688049316,negative,0.6636109948158264,negative,0.5861024856567383,neutral,1.0
positive,0.7172,,,Southwest,0,southwestair love imagine dragon o flipping much pls destinationdragons,positive,0.491,positive,0.9891073107719421,positive,0.92818683385849,positive,0.8269990682601929,positive,0.9891073107719421
positive,0.6484,,,Southwest,0,southwestair love go atlanta show,positive,0.512,positive,0.9835558533668518,positive,0.7989382743835449,positive,0.8841951489448547,positive,0.9835558533668518
positive,1.0,,,Southwest,0,southwestair anything ticket vega anything love imagine dragon much,positive,0.344,positive,0.9889971017837524,positive,0.8598644733428955,positive,0.8677533268928528,positive,1.0
negative,1.0,Late Flight,1.0,Southwest,0,southwestair another delay wow,positive,0.469,negative,0.9395759105682373,negative,0.8429983854293823,negative,0.4130845069885254,negative,1.0
negative,1.0,Cancelled Flight,0.6806,Southwest,0,southwestair dont want whiny accommodated several passenger whose earlier cancelled flightled long,negative,0.244,negative,0.9275146722793579,negative,0.8952522277832031,negative,0.3989239037036896,negative,1.0
positive,1.0,,,Southwest,0,southwestair awesome experience destinationdragons,positive,0.577,positive,0.9903061389923096,positive,0.981411874294281,positive,0.8717884421348572,positive,1.0
positive,1.0,,,Southwest,0,southwestair hi company fly time wondering please share link amp read httptcololghpcdu,positive,0.31,neutral,0.971518337726593,neutral,0.7644237279891968,positive,0.5235089659690857,positive,1.0
neutral,0.6236,,,Southwest,0,southwestair yes destinationdragons san diego,positive,0.403,neutral,0.5773234963417053,neutral,0.809381365776062,positive,0.4517201781272888,neutral,0.809381365776062
negative,1.0,Bad Flight,0.6771,Southwest,0,southwestair cant begin tell slow plane wifi cant even pull email paying,neutral,1.0,negative,0.9730784893035889,negative,0.9052161574363708,negative,0.3844929337501526,negative,1.0
neutral,1.0,,,Southwest,0,southwestair pick imaginedragons show destinationdragons,neutral,1.0,neutral,0.8825961947441101,neutral,0.7646432518959045,positive,0.6098407506942749,neutral,1.0
negative,0.66,Late Flight,0.66,Southwest,0,southwestair betsy besty gettin stuck la might bad mostbut want home homewardbound betsy besty thankyou,negative,0.293,negative,0.7191346883773804,neutral,0.4532179832458496,negative,0.594085156917572,negative,0.7191346883773804
negative,1.0,Late Flight,1.0,Southwest,0,southwestair landing ric right now havent even left atl picked delta maybe,neutral,1.0,neutral,0.9733061194419861,neutral,0.7164416909217834,negative,0.3705645799636841,negative,1.0
negative,1.0,Late Flight,1.0,Southwest,0,southwestair love ya bringin hour late leaving now weve sitting runway min fail,positive,0.225,negative,0.8933455944061279,negative,0.8968779444694519,positive,0.8082862496376038,negative,1.0
negative,1.0,Bad Flight,0.3596,Southwest,0,southwestair never mor e disappointed company charging use wifi work apps parhetic,positive,0.203,negative,0.9609348773956299,negative,0.8068474531173706,neutral,0.3993590176105499,negative,1.0
negative,1.0,Damaged Luggage,1.0,Southwest,0,southwestair picked bag seatac clothes soaking wet bagawim httptcongxaloml,neutral,1.0,negative,0.7020880579948425,negative,0.7158058881759644,positive,0.46474725008010864,negative,1.0
positive,0.6252,,,Southwest,0,southwestair cool best airline company hooked imaginedragons ticket vega,positive,0.481,positive,0.9869685769081116,positive,0.9732263684272766,positive,0.9053863286972046,positive,0.9869685769081116
positive,1.0,,,Southwest,0,southwestair appreciate reply hopefully lax agent memo cheer,positive,0.635,positive,0.9771353006362915,positive,0.8186555504798889,positive,0.764032244682312,positive,1.0
neutral,1.0,,,Southwest,0,southwestair help ticket vega event stoked,positive,0.351,positive,0.9530208706855774,neutral,0.5452283024787903,positive,0.4079403877258301,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair notice separate button guitar actual music pic band take note,neutral,1.0,neutral,0.9719046354293823,neutral,0.7570908665657043,positive,0.48624086380004883,neutral,1.0
neutral,1.0,,,Southwest,0,southwestair give ticket atlanta anything anything,neutral,1.0,neutral,0.9366142153739929,neutral,0.719464898109436,positive,0.39106690883636475,neutral,1.0
negative,1.0,Customer Service Issue,0.6803,Southwest,0,southwestair offering u absolutely nothing trouble either blame tsa,positive,0.432,negative,0.8176552653312683,negative,0.7594270706176758,neutral,0.6056024432182312,negative,1.0
negative,1.0,Can't Tell,0.6667,Southwest,0,southwestair link doesnt work,neutral,1.0,negative,0.9534661173820496,negative,0.7682520747184753,neutral,0.4220246374607086,negative,1.0
neutral,1.0,,,Southwest,0,southwestair realized luv voucher expired today chance getting luv extension please veryloyalcustomer,positive,0.301,neutral,0.6667378544807434,negative,0.6116083860397339,positive,0.40653133392333984,neutral,1.0
negative,0.691,Customer Service Issue,0.348,Southwest,0,southwestair itd nice answer even simple want know,positive,0.406,positive,0.9221405982971191,positive,0.8977213501930237,positive,0.877680778503418,positive,0.9221405982971191
negative,1.0,Late Flight,0.6412,Southwest,0,southwestair hour delay make nice offer rescheduling next day,positive,0.231,positive,0.6653640866279602,negative,0.5367110371589661,positive,0.7133899331092834,negative,1.0
positive,1.0,,,Southwest,0,southwestair nice trip back home looong vaca httptcotrvfncedl,positive,0.286,positive,0.9814915657043457,positive,0.9543265700340271,positive,0.7841982841491699,positive,1.0
negative,1.0,Bad Flight,0.6882,Southwest,0,southwestair paid wifi austin san diego wasnt useable possible refund conf xxvm,neutral,1.0,negative,0.9581798911094666,negative,0.7904882431030273,positive,0.3758730888366699,negative,1.0
positive,1.0,,,Southwest,0,southwestair usually excellent swa,positive,0.552,positive,0.9730335474014282,positive,0.822397768497467,positive,0.8195419311523438,positive,1.0
negative,0.6806,Late Flight,0.6806,Southwest,0,southwestair know trying patience easier cheaper way tpa pdx stuck w u turned hr mci,positive,0.177,neutral,0.799198567867279,neutral,0.7190462350845337,negative,0.41701260209083557,neutral,0.799198567867279
negative,1.0,Can't Tell,0.6709,Southwest,0,southwestair figured streaming wouldnt work per tos nascar site taking longer minute load,neutral,1.0,negative,0.8688161969184875,negative,0.6875553727149963,positive,0.42421528697013855,negative,1.0
negative,1.0,Late Flight,0.6768,Southwest,0,southwestair now wait wait straight fly personal business now sure bebetter,positive,0.318,positive,0.8336296677589417,neutral,0.5147712230682373,positive,0.482609361410141,negative,1.0
negative,1.0,Flight Attendant Complaints,1.0,Southwest,0,southwestair gate attendant let someone board whose boarding pas kept reading invalid messed passenger log,negative,0.146,negative,0.9060515761375427,negative,0.7309069633483887,negative,0.3801405429840088,negative,1.0
negative,1.0,Can't Tell,0.6848,Southwest,0,southwestair android wifi experience terrible ripoff cant nascar mrn disupdates budweiserduels,negative,0.237,negative,0.9816770553588867,negative,0.936027467250824,negative,0.8817785382270813,negative,1.0
negative,1.0,Late Flight,1.0,Southwest,0,southwestair dear swa fly lot time amazing today unacceptablei sitting midway delayed min,positive,0.35,positive,0.9040342569351196,positive,0.9272451400756836,positive,0.6069449186325073,negative,1.0
negative,1.0,Late Flight,0.6844,Southwest,0,southwestair know finally lined cattle board sw original departure time badcustomerservice,positive,0.187,negative,0.9793948531150818,negative,0.8294649720191956,negative,0.4313020408153534,negative,1.0
neutral,0.6890000000000001,,0.0,Southwest,0,southwestair seems make money opening seat desirable,positive,0.277,positive,0.9299249053001404,neutral,0.6251824498176575,negative,0.49616381525993347,neutral,0.6890000000000001
positive,1.0,,,Southwest,0,southwestair jason gate san made afternoon southwestairlines stellarservice thanks,positive,0.266,positive,0.9638290405273438,positive,0.7222391366958618,positive,0.8063099980354309,positive,1.0
positive,1.0,,,Southwest,0,southwestair thanks adding straight flight columbus oakland,positive,0.49,positive,0.8317797780036926,positive,0.5583671927452087,positive,0.8323513269424438,positive,1.0
positive,0.6667,,,Southwest,0,southwestair look forward direct flight california see family often thank michaelbcoleman byebyeusairline,positive,0.185,positive,0.9677910804748535,positive,0.8556572794914246,positive,0.7082951068878174,positive,0.9677910804748535
negative,1.0,Customer Service Issue,1.0,Southwest,0,southwestair great customer service come knowexpect luv dropped eb check help sight,positive,0.405,positive,0.9812188744544983,positive,0.6047479510307312,positive,0.818918764591217,negative,1.0
